6.123233995736766344e-18,-7.521366313342180143e-02,6.590071985989340297e-02
2.589947731253629606e-02,-7.264727689750048734e-02,6.365210314133626368e-02
5.003150814464944057e-02,-6.512325494116011360e-02,5.705970433362357597e-02
7.074926107789085428e-02,-5.315505573944580980e-02,4.657340556872398979e-02
8.663890373787473675e-02,-3.755941977328739606e-02,3.290881865690811758e-02
9.661608632650783846e-02,-1.940063307308309559e-02,1.699844990910585191e-02
9.999994042169720043e-02,8.210237825696976724e-05,-7.193647542130308481e-05
9.655954317744729065e-02,1.955923495361100786e-02,-1.713741373113618696e-02
8.652967608865967664e-02,3.770159538042461289e-02,-3.303339010399000686e-02
7.059480290227682087e-02,5.327110264663734857e-02,-4.667508356714657192e-02
4.984236006303458671e-02,6.520525381106939689e-02,-5.713155011708360986e-02
2.568854727310408009e-02,7.268963191781549482e-02,-6.368921377007254192e-02
-2.183175926323979255e-04,7.521348388937930396e-02,-6.590056280981847203e-02
-2.611028390825308534e-02,7.260457562117177133e-02,-6.361468912994837355e-02
-5.022041776294791648e-02,6.504094567670312688e-02,-5.698758658861716869e-02
-7.090338204393330235e-02,5.303875548128923756e-02,-4.647150558921077368e-02
-8.674771844330547710e-02,3.741706514808475909e-02,-3.278409035774793034e-02
-9.667216897790981145e-02,1.924193872403937369e-02,-1.685940506799597435e-02
-9.999946379570071042e-02,-2.463067434493884330e-04,2.158090833957541357e-04
-9.650253980022766020e-02,-1.971774360968489917e-02,1.727629587174890277e-02
-8.642003601626797871e-02,-3.784359129185008858e-02,3.315780410525332594e-02
-7.044000825327953463e-02,-5.338689564975378915e-02,4.677653909985445696e-02
-4.965297441963288649e-02,-6.528694189560277361e-02,5.720312359656133661e-02
-2.547749479530450611e-02,-7.273164048024161055e-02,6.372602083927816907e-02
