-1.399864026093692454e-02,2.415914608098609917e-02,3.583677941332812089e-02
-1.390671160160205505e-02,2.417087667580468391e-02,3.581880255382210998e-02
-1.381517249995053292e-02,2.417334791166516478e-02,3.579011614877415648e-02
-1.372417049809165207e-02,2.416653610172942584e-02,3.575074775798324500e-02
-1.363385362823312658e-02,2.415042284760576807e-02,3.570073289265837668e-02
-1.354437189395368141e-02,2.412499511152759596e-02,3.564011560629722075e-02
-1.345587904567710491e-02,2.409024549440135637e-02,3.556894944407654191e-02
-1.336853537313328205e-02,2.404617236117385232e-02,3.548729860671427649e-02
-1.328251159155761224e-02,2.399277933753714981e-02,3.539523883173277541e-02
-1.319799222468383271e-02,2.393007409762107351e-02,3.529285733388953794e-02
-1.311509902051268689e-02,2.385808418055238717e-02,3.518024273375913724e-02
-1.303419249968135879e-02,2.377678799310986579e-02,3.505751737308523963e-02
-1.295540220540190163e-02,2.368621849967297160e-02,3.492478302088318498e-02
-1.287892297301427430e-02,2.358639715308164658e-02,3.478215385667086934e-02
-1.280493095234819939e-02,2.347735360900286145e-02,3.462974785366504382e-02
-1.273358163183973407e-02,2.335912759129502719e-02,3.446768777996148114e-02
-1.266501220375283732e-02,2.323176940725564521e-02,3.429610230944495075e-02
-1.259934559755123556e-02,2.309533926793044811e-02,3.411512646214158451e-02
-1.253669395461733116e-02,2.294990600704303885e-02,3.392490121056837560e-02
-1.247716090594075400e-02,2.279554576833279361e-02,3.372557263981437736e-02
-1.242084312960479997e-02,2.263234094326786044e-02,3.351729114851449698e-02
-1.236783164038005728e-02,2.246037938506642573e-02,3.330021088560890241e-02
-1.231821271588219580e-02,2.227975382934944959e-02,3.307448929988911213e-02
-1.227206817576424747e-02,2.209056145938231852e-02,3.284028661280621875e-02
-1.222947505879534019e-02,2.189290356888937139e-02,3.259776517064623402e-02
-1.219050504211084685e-02,2.168688528165008816e-02,3.234708876138818467e-02
-1.215522381629595416e-02,2.147261531563048054e-02,3.208842196707985261e-02
-1.212369033866406848e-02,2.125020581830123351e-02,3.182192955264943890e-02
-1.209595594337140728e-02,2.101977229431326727e-02,3.154777590810456389e-02
-1.207206370696583403e-02,2.078143358177270139e-02,3.126612465674331875e-02
-1.205204870248979127e-02,2.053531177945425862e-02,3.097713857794995307e-02
-1.203593941788524274e-02,2.028153206758571969e-02,3.068097989630245992e-02
-1.202375999147056729e-02,2.002022247943201216e-02,3.037781086468918645e-02
-1.201553275535765380e-02,1.975151373903123730e-02,3.006779456463924693e-02
-1.201128106305102833e-02,1.947553918077066931e-02,2.975109592640402811e-02
-1.201103278016631137e-02,1.919243457810735493e-02,2.942788291835132797e-02
-1.201482427206803510e-02,1.890233763951790213e-02,2.909832755362737333e-02
-1.202270337587482696e-02,1.860538712487608964e-02,2.876260603686832396e-02
-1.203472901045140458e-02,1.830172189845666320e-02,2.842089745321697836e-02
-1.205096603010340911e-02,1.799148046653555738e-02,2.807338106508074083e-02
