-0.0162612	-0.026039	-0.0339004
-0.0160554	-0.0260979	-0.0338602
-0.0158493	-0.0261455	-0.0338084
-0.015643	-0.0261817	-0.033745
-0.0154368	-0.0262064	-0.0336701
-0.015231	-0.0262196	-0.0335838
-0.0150258	-0.0262212	-0.033486
-0.0148217	-0.0262112	-0.0333769
-0.0146187	-0.0261896	-0.0332566
-0.0144172	-0.0261564	-0.0331251
-0.0142174	-0.0261115	-0.0329826
-0.0140194	-0.0260552	-0.0328291
-0.0138238	-0.0259873	-0.0326649
-0.0136306	-0.0259079	-0.0324899
-0.0134401	-0.0258172	-0.0323043
-0.0132523	-0.0257152	-0.0321083
-0.0130677	-0.025602	-0.0319019
-0.0128862	-0.0254778	-0.0316855
-0.0127081	-0.0253426	-0.031459
-0.0125336	-0.0251966	-0.0312227
-0.0123628	-0.02504	-0.0309767
-0.0121959	-0.0248729	-0.0307212
-0.0120331	-0.0246955	-0.0304564
-0.0118744	-0.0245078	-0.0301824
-0.01172	-0.0243102	-0.0298993
-0.01157	-0.0241027	-0.0296075
-0.0114245	-0.0238855	-0.0293069
-0.0112836	-0.0236589	-0.028998
-0.0111475	-0.023423	-0.0286807
-0.0110164	-0.023178	-0.0283554
-0.0108902	-0.0229241	-0.0280222
-0.0107692	-0.0226615	-0.0276813
-0.0106535	-0.0223905	-0.027333
-0.0105432	-0.0221111	-0.0269774
-0.0104384	-0.0218236	-0.0266148
-0.0103391	-0.0215282	-0.0262454
-0.0102456	-0.0212252	-0.0258693
-0.0101578	-0.0209147	-0.0254869
-0.0100758	-0.0205969	-0.0250982
-0.00999972	-0.020272	-0.0247035
-0.00992951	-0.0199403	-0.0243029
-0.00986522	-0.0196019	-0.0238968
-0.00980675	-0.0192571	-0.0234853
-0.00975433	-0.018906	-0.0230685
-0.00970783	-0.0185489	-0.0226468
-0.00966723	-0.018186	-0.0222203
-0.00963249	-0.0178174	-0.0217891
-0.00960359	-0.0174434	-0.0213535
-0.00958046	-0.0170641	-0.0209137
-0.00956305	-0.0166797	-0.0204697
-0.00955129	-0.0162904	-0.0200219
-0.00954507	-0.0158964	-0.0195704
-0.00954429	-0.0154978	-0.0191152
-0.00954885	-0.0150947	-0.0186566
-0.00955864	-0.0146875	-0.0181947
-0.00957357	-0.0142762	-0.0177297
-0.00959356	-0.0138609	-0.0172618
-0.00961852	-0.0134419	-0.016791
-0.00964839	-0.0130192	-0.0163177
-0.00968309	-0.0125931	-0.0158418
-0.00972254	-0.0121636	-0.0153636
-0.00976666	-0.0117309	-0.0148833
-0.00981538	-0.0112952	-0.0144009
-0.0098686	-0.0108565	-0.0139166
-0.00992625	-0.0104151	-0.0134306
-0.00998821	-0.00997092	-0.012943
-0.0100544	-0.00952422	-0.012454
-0.0101247	-0.00907509	-0.0119636
-0.010199	-0.00862366	-0.011472
-0.0102771	-0.00817004	-0.0109794
-0.0103589	-0.00771438	-0.0104858
-0.0104445	-0.00725675	-0.00999145
-0.0105336	-0.00679728	-0.00949637
-0.0106261	-0.00633609	-0.00900071
-0.0107218	-0.00587329	-0.00850459
-0.0108206	-0.00540898	-0.0080081
-0.0109224	-0.00494327	-0.00751134
-0.011027	-0.00447626	-0.00701441
-0.0111341	-0.00400805	-0.00651738
-0.0112438	-0.00353874	-0.00602033
-0.0113556	-0.00306842	-0.00552332
-0.0114695	-0.00259719	-0.00502642
-0.0115852	-0.00212515	-0.0045297
-0.0117027	-0.00165239	-0.00403323
-0.0118217	-0.00117901	-0.00353709
-0.011942	-0.00070511	-0.00304134
-0.0120637	-0.000230782	-0.00254606
-0.0121864	0.000243876	-0.00205132
-0.0123101	0.000718767	-0.00155721
-0.0124347	0.00119379	-0.00106379
-0.01256	0.00166885	-0.000571136
-0.0126859	0.00214385	-7.93168e-05
-0.0128123	0.00261869	0.000411597
-0.012939	0.00309326	0.000901535
-0.0130659	0.00356747	0.00139043
-0.0131928	0.0040412	0.00187821
-0.0133198	0.00451437	0.00236482
-0.0134465	0.00498685	0.00285017
-0.013573	0.00545855	0.00333421
-0.013699	0.00592935	0.00381686
-0.0138245	0.00639915	0.00429805
-0.0139492	0.0068678	0.00477776
-0.0140734	0.00733526	0.00525583
-0.0141966	0.0078014	0.00573225
-0.0143189	0.00826609	0.00620697
-0.0144399	0.00872923	0.00667992
-0.0145597	0.00919069	0.00715108
-0.014678	0.00965038	0.0076204
-0.0147946	0.0101082	0.00808786
-0.0149094	0.010564	0.00855342
-0.0150223	0.0110176	0.00901705
-0.0151331	0.0114691	0.00947869
-0.0152416	0.0119181	0.00993831
-0.0153478	0.0123647	0.0103958
-0.0154515	0.0128087	0.0108512
-0.0155527	0.01325	0.0113044
-0.0156513	0.0136885	0.0117553
-0.0157471	0.014124	0.0122039
-0.0158402	0.0145564	0.0126501
-0.0159303	0.0149856	0.0130938
-0.0160174	0.0154115	0.0135349
-0.0161014	0.0158339	0.0139734
-0.0161824	0.0162527	0.0144092
-0.0162601	0.0166677	0.0148422
-0.0163345	0.0170789	0.0152722
-0.0164057	0.0174861	0.0156993
-0.0164734	0.0178892	0.0161232
-0.0165378	0.0182879	0.0165439
-0.0165988	0.0186823	0.0169613
-0.0166563	0.0190721	0.0173752
-0.0167104	0.0194573	0.0177855
-0.0167608	0.0198376	0.0181922
-0.0168078	0.0202129	0.018595
-0.0168513	0.0205832	0.0189938
-0.0168911	0.0209483	0.0193887
-0.0169271	0.021308	0.0197794
-0.0169593	0.0216621	0.0201659
-0.0169877	0.0220107	0.020548
-0.0170122	0.0223534	0.0209257
-0.0170327	0.0226903	0.0212988
-0.0170492	0.0230211	0.0216672
-0.0170617	0.0233457	0.0220308
-0.0170702	0.0236641	0.0223894
-0.0170748	0.023976	0.0227429
-0.0170753	0.0242814	0.0230911
-0.0170719	0.02458	0.0234339
-0.0170644	0.0248719	0.0237711
-0.0170531	0.0251568	0.0241025
-0.0170378	0.0254346	0.024428
-0.0170187	0.0257052	0.0247475
-0.0169957	0.0259685	0.0250607
-0.016969	0.0262243	0.0253675
-0.0169385	0.0264726	0.0256676
-0.0169044	0.0267132	0.025961
-0.0168668	0.0269461	0.0262473
-0.0168258	0.027171	0.0265265
-0.0167814	0.027388	0.0267983
-0.0167339	0.0275968	0.0270626
-0.0166833	0.0277975	0.027319
-0.0166298	0.0279899	0.0275675
-0.0165734	0.028174	0.0278079
-0.0165143	0.0283495	0.02804
-0.0164523	0.0285165	0.0282636
-0.0163879	0.0286748	0.0284786
-0.0163209	0.0288245	0.0286848
-0.0162515	0.0289653	0.0288821
-0.0161798	0.0290973	0.0290704
-0.0161058	0.0292204	0.0292494
-0.0160297	0.0293345	0.0294192
-0.0159515	0.0294396	0.0295795
-0.0158715	0.0295357	0.0297301
-0.0157897	0.0296226	0.0298711
-0.0157063	0.0297004	0.0300022
-0.0156214	0.029769	0.0301234
-0.0155352	0.0298285	0.0302344
-0.0154477	0.0298787	0.0303353
-0.0153592	0.0299196	0.0304259
-0.0152697	0.0299513	0.0305061
-0.0151795	0.0299737	0.0305758
-0.0150887	0.0299869	0.030635
-0.0149974	0.0299909	0.0306835
-0.0149059	0.0299856	0.0307213
