6.123233995736766344e-18,-7.521366313342180143e-02,6.590071985989340297e-02
4.366341447057485036e-04,-7.521294615810615591e-02,6.590009166034221932e-02
8.732599649690996708e-04,-7.521079524582831299e-02,6.589820707366529640e-02
1.309869136506307740e-03,-7.520721043759555358e-02,6.589506613579235172e-02
1.746453335351095442e-03,-7.520219180175231888e-02,6.589066890660544296e-02
2.183004238013291042e-03,-7.519573943397901694e-02,6.588501546993785762e-02
2.619513521637448911e-03,-7.518785345729024627e-02,6.587810593357255884e-02
3.055972864161657278e-03,-7.517853402203238111e-02,6.586994042924003423e-02
3.492373944476134459e-03,-7.516778130588069873e-02,6.586051911261583958e-02
3.928708442581800575e-03,-7.515559551383607650e-02,6.584984216331769835e-02
4.364968039749036847e-03,-7.514197687822095351e-02,6.583790978490189350e-02
4.801144418676211133e-03,-7.512692565867500061e-02,6.582472220485958980e-02
5.237229263648182642e-03,-7.511044214215018000e-02,6.581027967461237915e-02
5.673214260694976231e-03,-7.509252664290518020e-02,6.579458246950749267e-02
6.109091097750219031e-03,-7.507317950249951799e-02,6.577763088881261044e-02
6.544851464809545855e-03,-7.505240108978697422e-02,6.575942525571011610e-02
6.980487054089158996e-03,-7.503019180090857165e-02,6.573996591729087957e-02
7.415989560184157309e-03,-7.500655205928503932e-02,6.571925324454777617e-02
7.851350680226803699e-03,-7.498148231560872179e-02,6.569728763236849789e-02
8.286562114044958294e-03,-7.495498304783501653e-02,6.567406949952805939e-02
8.721615564320257460e-03,-7.492705476117318686e-02,6.564959928868081829e-02
9.156502736746221713e-03,-7.489769798807685564e-02,6.562387746635207908e-02
9.591215340186542287e-03,-7.486691328823368019e-02,6.559690452292905871e-02
1.002574508683306241e-02,-7.483470124855488848e-02,6.556868097265172723e-02
1.046008369236373602e-02,-7.480106248316392703e-02,6.553920735360288519e-02
1.089422287610068880e-02,-7.476599763338480364e-02,6.550848422769789403e-02
1.132815436116803472e-02,-7.472950736772988878e-02,6.547651218067404577e-02
1.176186987464959699e-02,-7.469159238188712024e-02,6.544329182207932194e-02
1.219536114774677320e-02,-7.465225339870680543e-02,6.540882378526079177e-02
1.262861991593610712e-02,-7.461149116818777127e-02,6.537310872735256628e-02
1.306163791912679298e-02,-7.456930646746311175e-02,6.533614732926326663e-02
1.349440690181828023e-02,-7.452570010078533869e-02,6.529794029566297897e-02
1.392691861325759742e-02,-7.448067289951106063e-02,6.525848835496987632e-02
1.435916480759660135e-02,-7.443422572208518995e-02,6.521779225933635460e-02
1.479113724404929400e-02,-7.438635945402445604e-02,6.517585278463461362e-02
1.522282768704888781e-02,-7.433707500790065481e-02,6.513267073044196054e-02
1.565422790640473918e-02,-7.428637332332312104e-02,6.508824692002548873e-02
1.608532967745938957e-02,-7.423425536692095095e-02,6.504258220032638205e-02
1.651612478124531505e-02,-7.418072213232443368e-02,6.499567744194384433e-02
